Texto,Label
1 be surge home from school because there be a er game that night. I get into a non injury accident which be all my fault but ruin the front of my car. the truck I hit be undamaged.,0
I there rush home from school because be be a er game that night. I get into a non injury accident which all be my fault but destroy the front of my car. the truck I hit be undamaged.,0
I be rush home from school because there be a er game that night. I get into a non injury simply accident which be harm all my fault but destroy the front of my car. the truck I hit be undamaged.,0
see a friend make love sicken to a high school girl. I accidentally be drag into this room where the happening have occur. I be disgust at the reality.,1
determine a friend make love to a high school girl. I accidentally be dredge into this room where the happening have occur. I be disgust at the reality.,1
see a into make love to a high school girl. I accidentally be drag friend this room where the happening have occur. I be disgust at the reality.,1
a friend make love to a high school girl. I accidentally be drag into this room where the happening have occur. I be at the reality.,1
when I iodine enter university.,3
I enter university.,3
when I record university.,3
when university enter I.,3
  response no.,2
  response.,2
  no reception.,2
  No no response.,2
I have arrange with a friend go he to carinthia by car. we have arrange a place where to meet. I be a bit late and my friend have leave already. I have no to go by train. I nearly start to because I so angry be very important for I to go to carinthia.,0
I have stage with a friend to rifle with he to carinthia by car. we have arrange a place where to meet. I be a morsel belated and my ally have leave already. I have no money to go by train. I nearly first to cry because I be so angry it be very important for I to go to carinthia.,0
I have arrange sound with a friend to go with he to axerophthol carinthia by car. we have arrange a place where to meet. I be a bit late and my friend have leave already. I have no money to go by train. I nearly start to induce cry because I be so angry it be very important for I to go to carinthia.,0
I have a with arrange friend to go with nearly to carinthia by car. we have arrange a place where to meet. I I a bit late and my friend have leave already. I have no money to go by train. I he start to cry because I be so angry it be very important for be to go to carinthia.,0
I almost walk on a snake.,2
when I almost walk on along a snake.,2
I when almost walk on a snake.,2
when I almost walk on a Snake.,2
the car of a friend who be kill in a funeral accident. she be of my own age there be many of friend own my present as well as her family etc.,5
the funeral of a admirer who be kill in a railcar accident. she be of my own age there be many of my own friend present as well as her kin etc.,5
the funeral of a friend who be a car accident. she be of my own there be many of my own friend present as well as her family etc.,5
the funeral of a friend who be kill in a car accident. she be Indiana of my own age there be many give of my own friend present as well as her family etc.,5
my father die I feel myself alone and the fear possess I. I be a child and all my sister and brother be.,2
when my Fatherhood die I feel myself alone and the fear possess 1. I be a child and all my sister and brother be young.,2
