Texto,Emoción
"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",angry
I know what you guys do when you're not working you're union people; you just sit around on your ass.,angry
Thank you very much.,angry
You okay?,neutral
"Yeah, I'm just-- yeah",sad
"Just kind of feel numb, you know.",sad
What's happened?,neutral
You didn't even hear?,sad
[BREATHING] Umm.,sad
God I've told this story so many times. Umm.,sad
You don't have to if you don't want to.,neutral
I just...I just basically lost someone that was really close to me.,sad
"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",sad
I'm sorry to hear that.,sad
"He kind of didn't have anyone to take care of that for him, so--",sad
You've been taking care of it all?,sad
Oh Jesus.,sad
It's just really...really messed up.,sad
He sick for awhile?,sad
No.,sad
Just like it.,sad
Was it an accident?,neutral
"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",sad
how was sick?,neutral
What?,sad
"Well, I'm confused. He was sick or it was an accident?",neutral
"He was sick. He got sick. He got sick but it happened really, really fast, you know.",sad
Oh. Really fast? Oh.,neutral
It was kind of like boom... done,sad
Yeah.,neutral
It's just really weird because he was really young you know and it kind of like...,sad
Yeah.,neutral
--it just kind of freaks you out.,sad
"Totally, yeah.",neutral
So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff. You just like used to take for granted--you know.,sad
Mmhmm.,neutral
Lock,neutral
Mmhmm.,neutral
The plans you make [GARBAGE].,neutral
"Exactly, you know, and like he had so many plans and he was going to do...",sad
It leaves a hole for you too.,neutral
"so many things, you know?",sad
"It leaves a hole for you too, in your plans together.",neutral
What?,sad
Yeah.,sad
It gets better.,neutral
"He was a really, really good guy.",sad
Mmhmm.,neutral
A lot of people loved him.,sad
MMhmm.,neutral
"You know, it's like affecting a lot of people it's not just me, you know?",sad
Mmhmm.,neutral
How long did you know each other?,neutral
Umm...,sad
For like eight years.,sad
That's a long time.,neutral
Yeah.,sad
It's good that you were there.,neutral
"Yeah, I'm glad I was there. Glad I- glad I got to be there.",sad
"So weird,",sad
Yeah.,neutral
"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",sad
Are there things you wish you'd done differently?,neutral
Yeah.,neutral
"I don't know. I should ask. Yeah, I will.",happy
Oh.,neutral
Oh. Venice beach.,neutral
Professional softball player Malibu. [LAUGHTER],happy
"Oh yeah, that would be. Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter. There is a helipad there, right? Yeah, exactly.",happy
Oh. That is incredible. Is it--,neutral
They do it's--believe me it's huge.,happy
It's pretty wild.,happy
"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",neutral
Oh you mean it's not really sport that what you're saying?,surprise
It's totally a sport. What are you talking about?,surprise
Yeah we have like away games and stuff.,neutral
But you know I'm like [GARBAGE].,neutral
You're like the rookie? The new kid.,happy
Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],happy
I'm going to have a mustache...On the force...,happy
Pull over..,happy
He saw it.,neutral
When?,surprise
How could he see it? I was the first one up and he was still in bed.,surprise
I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,neutral
What was he doing here at four in the morning?,surprise
I don't know. But he went back in the kitchen and he cried.,sad
Did you talk to him?,sad
No. I figured I'd just let it wait.,sad
Cried hard?,sad
"Yeah, I could hear him crying through the floorboards in my room.",sad
[BREATHING],sad
I don't know.,sad
"He's dreaming about him again, walking the streets.",angry
I guess he is.,sad
What?,surprise
What do you mean a mistake?,angry
"What, can you prove it? What proof do you have? Can you prove it?",angry
"To you it is, to me it is. But to your father? You can talk yourself 'til you're blue in the face but there's was no grave and there is no body. So where are you?",angry
The trouble is those god damn news papers. Every month some boy comes back missing longer then Larry so--,angry
Why?,angry
I'm going to ask her to marry me.,neutral
"Well, what do you want me to do? You're old enough known your own business.",angry
"See. Then it's not just my business. Sometimes you infuriate me, you know that? You know it's just your business too if I tell father and he throws a fit about it, huh?",angry
I'm sorry. I ignore what I've got to ignore. That girl is Larry's girl.,angry
She is not Larry's girl.,angry
"From father's point of view he is not dead and you have no right to take his girl. I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go. See, I don't know.",angry
You're a considerate fellow. There's nothing wrong in that.,neutral
To hell with that.,angry
Did you ask Annie yet?,neutral
"No, I wanted to get this all sorted out first.",sad
I don't see why it has to be Annie.,angry
"That's a good answer but it doesn't answer anything. You haven't seen her since you went away to war, it's been five years.",angry
"He thinks he's coming back, Chris. You marry that girl you're pronouncing him dead.",sad
"Do you know what that'll do to you, to your father, do you know? I don't.",angry
What the hell is this?,surprise
Are you crazy?,angry
You have a business here. I said what the hell is this?,angry
Business? The business doesn't inspire me.,angry
"Oh, must you be inspired.",angry
"Yes, yes I like it for one hour a day. I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",angry
"Yes, on this I would.",neutral
"Well, you don't want to think like that.",angry
Then help me stay here mom.,sad
"All right but you don't think like that because what the hell is this all for. This is all for you, what are we working for Chris? The whole shooting match is for you.",angry
Then help me stay.,sad
"Well, you don't think like that.",angry
I am thinking like that.,angry
"I don't understand you, do I?",angry
"No, you don't. I'm a pretty tough guy.",sad
"Well, I can see that.",angry
Why did he invite her here?,angry
"Well, maybe he wanted see her.",neutral
It's been three and a half years. Why all of a sudden?,angry
"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",neutral
"What is going on here, Joe?",angry
The girl is not Larry's. If the girl is Larry's girl she's not his she know she's not.,angry
And how do you know why she's waited.,neutral
"I want you to---act like he is coming back. Don't think I haven't noticed you, both of you since Chris invited her here. I won't stand for any nonsense.",angry
"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back? She goes to sleep in his room and his memorial breaks in pieces. Look at it, Joe look.",angry
"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",angry
You above all have got to believe. Just don't stop believing.,angry
What does that mean? Me above all? What does that mean?,angry
Look at you. You're shaking.,angry
"What the hell do you want from me, Kate?",angry
The only one I know still love his parents.,neutral
"Yeah, that kind of went out of style didn't it?",happy
Oh it's not bad thing it's good thing.,neutral
You're not sorry you came?,happy
"Not sorry, no. I can't stay here.",sad
